id,timestamp,src_ip,dest_ip,protocol,user_agent,packet_rate,packet_size,token_used,token_age_seconds,auth_success,request_count_window,unique_src_ips_window,label,attack_type
8771,2023-02-25T20:28:17,10.126.94.83,172.16.6.138,HTTPS,SyncClient/3.2.1,492,433,1,1664.0,1,246,7,attack,mitc
8206,2023-02-18T17:01:43,10.16.31.159,172.16.160.247,UDP,aws-sdk-java/1.11,51,789,1,2650.0,1,172,29,attack,mitc
5340,2023-03-05T22:46:38,10.175.191.15,172.16.25.37,HTTPS,python-requests/2.25.1,6266,349,0,,1,1317,911,attack,ddos
4858,2023-02-08T03:36:11,10.183.98.243,172.16.84.21,HTTPS,Mozilla/5.0,3694,89,0,,1,3437,218,attack,ddos
9836,2023-03-28T07:46:09,10.75.94.183,172.16.217.199,TCP,Mozilla/5.0,244,921,1,1351.0,1,196,45,attack,mitc
4685,2023-01-08T13:27:18,10.145.116.134,172.16.37.31,HTTPS,Mozilla/5.0,5526,434,0,,1,7839,1298,attack,ddos
4388,2023-02-12T15:41:23,10.56.254.184,172.16.206.233,HTTP,Mozilla/5.0,2215,406,0,,1,1064,514,attack,ddos
1948,2023-02-02T18:01:43,10.213.212.211,172.16.131.34,TCP,curl/7.64.1,18,872,0,,1,16,1,normal,none
7980,2023-03-09T16:07:16,10.55.212.101,172.16.47.139,UDP,python-requests/2.25.1,6054,179,0,,1,3454,547,attack,ddos
2130,2023-02-13T14:35:38,10.102.228.63,172.16.234.127,TCP,Mozilla/5.0,12,774,0,,1,13,2,normal,none
6907,2023-03-30T19:57:18,10.138.95.184,172.16.186.165,HTTP,python-requests/2.25.1,6416,223,0,,1,7860,178,attack,ddos
7900,2023-03-11T15:27:42,10.122.78.236,172.16.87.14,UDP,Mozilla/5.0,5767,497,0,,1,4822,1390,attack,ddos
4281,2023-03-17T17:20:45,10.139.224.253,172.16.175.61,HTTPS,python-requests/2.25.1,1860,156,0,,1,3119,1455,attack,ddos
3984,2023-02-24T01:17:58,10.81.7.166,172.16.182.246,HTTPS,curl/7.64.1,16,1021,0,,1,13,1,normal,none
5369,2023-01-19T11:18:36,10.58.162.52,172.16.127.224,HTTP,curl/7.64.1,1239,195,0,,1,5030,1939,attack,ddos
6065,2023-02-03T21:36:27,10.93.226.158,172.16.29.247,HTTPS,curl/7.64.1,3438,111,0,,1,6578,943,attack,ddos
3454,2023-02-27T01:23:25,10.111.108.247,172.16.206.108,TCP,aws-sdk-java/1.11,14,319,0,,1,14,4,normal,none
3106,2023-01-09T21:52:58,10.153.3.231,172.16.116.147,HTTPS,Mozilla/5.0,11,776,0,,1,10,1,normal,none
3677,2023-01-11T21:48:16,10.133.191.44,172.16.220.92,HTTP,Mozilla/5.0,12,476,0,,1,14,3,normal,none
6518,2023-01-24T02:47:36,10.149.206.177,172.16.122.185,HTTP,Mozilla/5.0,3633,422,0,,1,1278,1224,attack,ddos
6416,2023-02-27T06:49:13,10.88.219.176,172.16.95.106,TCP,Mozilla/5.0,6681,607,0,,1,1150,518,attack,ddos
3077,2023-02-08T05:55:06,10.21.201.106,172.16.244.220,UDP,Mozilla/5.0,11,601,0,,1,7,1,normal,none
2904,2023-01-02T15:07:51,10.193.252.149,172.16.122.155,HTTP,Mozilla/5.0,12,754,0,,1,18,2,normal,none
8946,2023-03-27T09:44:40,10.172.235.25,172.16.165.191,HTTP,curl/7.64.1,154,849,1,578.0,1,726,29,attack,mitc
5336,2023-03-31T05:49:23,10.177.196.137,172.16.119.21,HTTP,curl/7.64.1,3383,461,0,,1,4678,374,attack,ddos
3329,2023-03-31T03:49:49,10.13.134.35,172.16.152.106,UDP,aws-sdk-java/1.11,9,612,0,,1,14,4,normal,none
2743,2023-02-21T23:53:59,10.238.223.78,172.16.62.173,HTTP,Mozilla/5.0,23,977,0,,1,13,2,normal,none
9404,2023-02-06T15:26:34,10.150.214.126,172.16.41.99,HTTP,Mozilla/5.0,17,1349,1,50.0,0,391,36,attack,mitc
4776,2023-03-29T02:42:46,10.237.234.154,172.16.61.92,HTTPS,python-requests/2.25.1,4093,510,0,,1,6470,400,attack,ddos
4746,2023-02-20T21:06:28,10.38.87.205,172.16.168.8,UDP,Mozilla/5.0,3054,481,0,,1,2666,1463,attack,ddos
4173,2023-03-08T02:07:39,10.217.153.231,172.16.149.233,UDP,SyncClient/3.2.1,4105,258,0,,1,2501,796,attack,ddos
7709,2023-03-15T21:31:40,10.119.190.65,172.16.51.80,HTTPS,Mozilla/5.0,3931,209,0,,1,7073,591,attack,ddos
5740,2023-03-10T14:35:32,10.4.142.147,172.16.126.91,HTTP,Mozilla/5.0,5175,541,0,,1,6672,483,attack,ddos
6522,2023-02-22T19:24:29,10.110.70.127,172.16.153.122,HTTPS,Mozilla/5.0,4612,466,0,,1,4960,1576,attack,ddos
6089,2023-03-11T14:03:48,10.91.197.229,172.16.173.129,HTTPS,curl/7.64.1,1543,457,0,,1,5983,1485,attack,ddos
6817,2023-01-11T15:48:59,10.103.0.171,172.16.92.157,HTTPS,Mozilla/5.0,6992,571,0,,1,7651,174,attack,ddos
750,2023-03-10T17:33:51,10.158.174.134,172.16.211.13,HTTPS,python-requests/2.25.1,14,588,0,,1,8,1,normal,none
3485,2023-01-30T03:44:05,10.234.54.22,172.16.106.157,HTTPS,Mozilla/5.0,13,1022,0,,1,17,1,normal,none
800,2023-03-16T13:00:03,10.117.70.37,172.16.164.212,TCP,Mozilla/5.0,11,678,0,,1,12,2,normal,none
5851,2023-02-14T15:28:32,10.192.85.164,172.16.185.240,HTTP,Mozilla/5.0,5903,354,0,,1,2558,1603,attack,ddos
2316,2023-03-09T13:42:08,10.209.143.19,172.16.207.137,HTTP,Mozilla/5.0,15,556,0,,1,15,1,normal,none
517,2023-01-26T08:58:22,10.230.65.83,172.16.15.110,UDP,Mozilla/5.0,19,723,0,,1,13,4,normal,none
5073,2023-01-19T00:21:12,10.175.217.182,172.16.68.210,HTTP,curl/7.64.1,5098,761,0,,1,6607,1623,attack,ddos
2444,2023-02-18T00:15:54,10.162.33.240,172.16.154.22,HTTP,curl/7.64.1,15,1106,0,,1,15,4,normal,none
9580,2023-03-20T11:43:15,10.160.74.60,172.16.47.149,HTTPS,curl/7.64.1,233,281,1,2838.0,0,266,14,attack,mitc
8995,2023-01-03T17:07:28,10.210.217.194,172.16.51.231,TCP,Mozilla/5.0,85,788,1,1308.0,1,212,13,attack,mitc
1583,2023-01-05T02:10:48,10.163.195.15,172.16.216.23,HTTP,aws-sdk-java/1.11,19,702,0,,1,15,4,normal,none
445,2023-03-11T13:05:40,10.107.241.120,172.16.63.239,HTTPS,Java/1.8,10,1069,0,,1,16,1,normal,none
3706,2023-02-15T15:42:30,10.225.8.126,172.16.212.250,HTTP,Mozilla/5.0,13,873,0,,1,17,1,normal,none
642,2023-03-20T17:10:34,10.169.125.132,172.16.167.48,TCP,curl/7.64.1,9,812,0,,1,10,1,normal,none
2662,2023-03-17T15:36:05,10.150.155.169,172.16.98.75,HTTP,python-requests/2.25.1,12,821,0,,1,10,1,normal,none
9221,2023-02-09T18:26:57,10.46.186.157,172.16.108.73,HTTP,Mozilla/5.0,461,595,1,182.0,1,441,35,attack,mitc
6023,2023-01-24T17:53:12,10.123.137.229,172.16.249.173,HTTPS,Mozilla/5.0,6138,337,0,,1,7575,1139,attack,ddos
7166,2023-03-08T00:11:39,10.255.132.100,172.16.151.198,HTTP,curl/7.64.1,6113,422,0,,1,1057,734,attack,ddos
982,2023-02-22T23:15:26,10.221.139.115,172.16.165.26,TCP,Mozilla/5.0,10,785,0,,1,12,3,normal,none
8301,2023-02-04T21:45:21,10.11.25.131,172.16.253.198,TCP,curl/7.64.1,580,341,1,705.0,1,520,27,attack,mitc
8911,2023-02-22T04:39:46,10.102.75.143,172.16.13.56,HTTPS,Mozilla/5.0,511,557,1,1685.0,1,149,48,attack,mitc
9741,2023-03-07T03:19:23,10.2.180.51,172.16.29.118,HTTP,Mozilla/5.0,449,823,0,,1,327,30,attack,mitc
6994,2023-01-21T14:55:16,10.121.216.24,172.16.200.29,TCP,aws-sdk-java/1.11,1949,315,0,,1,1973,1316,attack,ddos
1861,2023-02-02T20:59:31,10.11.195.52,172.16.248.166,HTTP,Mozilla/5.0,15,689,0,,1,16,3,normal,none
3555,2023-03-26T02:09:49,10.77.18.76,172.16.237.211,TCP,Java/1.8,17,295,0,,1,16,4,normal,none
9271,2023-03-02T02:37:39,10.231.65.190,172.16.52.226,HTTPS,SyncClient/3.2.1,436,813,1,1199.0,1,29,45,attack,mitc
5516,2023-01-12T02:33:34,10.5.216.24,172.16.47.92,HTTPS,Java/1.8,5113,416,0,,1,5255,1732,attack,ddos
1600,2023-01-23T04:38:11,10.130.186.148,172.16.199.138,HTTP,python-requests/2.25.1,16,810,0,,1,15,4,normal,none
921,2023-02-21T19:27:20,10.250.156.248,172.16.54.226,HTTPS,Mozilla/5.0,14,1023,0,,1,11,2,normal,none
9494,2023-03-25T21:38:22,10.152.243.30,172.16.198.183,TCP,Mozilla/5.0,298,611,1,2533.0,1,385,15,attack,mitc
906,2023-03-14T08:31:56,10.103.143.204,172.16.206.218,HTTP,Java/1.8,8,950,0,,1,20,2,normal,none
724,2023-02-14T22:08:22,10.137.129.226,172.16.191.90,HTTPS,Mozilla/5.0,11,546,0,,1,12,3,normal,none
8863,2023-03-02T12:30:16,10.167.112.141,172.16.1.127,HTTP,Mozilla/5.0,158,853,1,2419.0,1,180,32,attack,mitc
5506,2023-03-14T13:55:26,10.185.219.4,172.16.184.225,HTTPS,Mozilla/5.0,2509,234,0,,1,2890,598,attack,ddos
2861,2023-03-31T20:17:11,10.31.141.25,172.16.166.96,HTTPS,Java/1.8,19,836,0,,1,14,2,normal,none
8915,2023-02-18T11:44:34,10.223.19.46,172.16.116.86,HTTPS,Mozilla/5.0,579,40,1,2082.0,1,646,23,attack,mitc
495,2023-03-22T09:29:04,10.236.131.67,172.16.81.136,HTTPS,curl/7.64.1,11,854,0,,1,15,4,normal,none
9630,2023-03-09T08:09:17,10.87.22.134,172.16.21.64,HTTP,Mozilla/5.0,527,476,1,927.0,1,593,18,attack,mitc
7253,2023-02-20T02:27:08,10.236.114.63,172.16.150.143,HTTPS,SyncClient/3.2.1,3534,99,0,,1,7442,462,attack,ddos
2760,2023-03-08T14:07:39,10.87.202.19,172.16.42.235,HTTP,Mozilla/5.0,10,964,0,,1,17,4,normal,none
2199,2023-02-16T23:46:43,10.122.65.143,172.16.204.75,TCP,aws-sdk-java/1.11,12,1149,0,,1,18,1,normal,none
5328,2023-01-30T02:51:39,10.220.159.11,172.16.216.113,UDP,aws-sdk-java/1.11,1999,361,0,,1,5608,1665,attack,ddos
9107,2023-03-25T00:44:24,10.178.209.104,172.16.160.33,HTTP,Mozilla/5.0,472,41,1,2648.0,1,372,47,attack,mitc
4234,2023-03-24T09:33:50,10.126.122.163,172.16.122.72,HTTPS,curl/7.64.1,2851,40,0,,1,6691,1034,attack,ddos
2191,2023-03-17T04:32:58,10.81.2.12,172.16.222.251,HTTPS,Mozilla/5.0,20,763,0,,1,11,4,normal,none
2159,2023-03-01T20:21:29,10.199.249.131,172.16.63.70,HTTPS,Mozilla/5.0,10,692,0,,1,17,1,normal,none
4801,2023-01-31T17:19:33,10.24.39.168,172.16.199.209,HTTP,Mozilla/5.0,6078,279,0,,1,4905,1533,attack,ddos
9584,2023-01-18T23:52:17,10.24.101.141,172.16.207.53,HTTPS,Mozilla/5.0,93,194,1,2697.0,1,568,36,attack,mitc
1088,2023-03-07T14:09:37,10.125.16.141,172.16.169.247,HTTPS,Mozilla/5.0,9,1067,0,,1,18,2,normal,none
1739,2023-02-24T11:03:56,10.168.93.7,172.16.220.143,HTTPS,Mozilla/5.0,19,1047,0,,1,10,2,normal,none
370,2023-02-05T18:03:10,10.47.56.93,172.16.84.16,UDP,Mozilla/5.0,19,1131,0,,1,12,3,normal,none
222,2023-01-10T13:08:20,10.95.130.148,172.16.3.78,TCP,curl/7.64.1,18,1061,0,,1,12,4,normal,none
1661,2023-01-28T19:28:44,10.229.107.176,172.16.117.134,HTTP,Mozilla/5.0,20,525,0,,1,12,4,normal,none
5008,2023-01-28T20:09:29,10.248.30.91,172.16.136.8,HTTPS,python-requests/2.25.1,1284,339,0,,1,1006,1595,attack,ddos
5859,2023-01-14T22:46:05,10.0.160.26,172.16.225.127,HTTPS,Mozilla/5.0,1494,182,0,,1,6775,100,attack,ddos
2922,2023-01-11T12:11:59,10.184.116.135,172.16.39.211,HTTP,Mozilla/5.0,15,337,0,,1,13,4,normal,none
4647,2023-02-02T09:01:36,10.128.51.125,172.16.55.136,HTTP,Mozilla/5.0,4416,646,0,,1,4428,1615,attack,ddos
3952,2023-03-05T14:36:01,10.83.229.75,172.16.84.32,HTTP,Java/1.8,16,865,0,,1,22,3,normal,none
7127,2023-01-09T19:27:51,10.238.45.32,172.16.29.5,UDP,Mozilla/5.0,6476,167,0,,1,3191,1892,attack,ddos
2930,2023-03-06T19:25:01,10.149.150.191,172.16.223.16,HTTP,SyncClient/3.2.1,18,846,0,,1,11,1,normal,none
8085,2023-03-14T21:02:31,10.218.20.17,172.16.216.187,HTTP,SyncClient/3.2.1,72,615,0,,1,716,11,attack,mitc
1681,2023-01-22T07:13:23,10.219.226.38,172.16.164.24,HTTP,Mozilla/5.0,19,821,0,,1,13,4,normal,none
5835,2023-02-22T10:46:40,10.167.112.195,172.16.253.50,HTTP,python-requests/2.25.1,3021,218,0,,1,1491,1538,attack,ddos
6305,2023-03-19T17:41:45,10.108.136.149,172.16.0.76,HTTP,Mozilla/5.0,5174,344,0,,1,6672,1727,attack,ddos
1872,2023-01-02T21:43:41,10.255.73.248,172.16.77.130,HTTPS,Java/1.8,18,831,0,,1,11,1,normal,none
1218,2023-01-31T19:20:20,10.178.244.58,172.16.128.249,HTTPS,Java/1.8,16,926,1,13014.0,1,17,4,normal,none
2402,2023-02-16T06:08:24,10.199.185.52,172.16.73.149,HTTP,Mozilla/5.0,16,789,0,,1,16,3,normal,none
6706,2023-02-02T09:30:31,10.66.11.85,172.16.105.174,HTTPS,aws-sdk-java/1.11,4172,52,0,,1,6248,238,attack,ddos
7001,2023-01-06T09:18:14,10.12.225.232,172.16.189.20,HTTPS,Mozilla/5.0,5489,559,0,,1,1734,192,attack,ddos
7049,2023-02-05T07:35:09,10.42.140.201,172.16.51.130,HTTP,Mozilla/5.0,1967,547,0,,1,1850,1757,attack,ddos
4423,2023-02-06T15:36:32,10.48.106.162,172.16.209.108,TCP,python-requests/2.25.1,5991,570,0,,1,5171,870,attack,ddos
5998,2023-02-02T07:06:31,10.156.176.242,172.16.139.245,HTTP,SyncClient/3.2.1,3682,227,0,,1,7624,911,attack,ddos
5605,2023-03-10T16:54:30,10.129.236.241,172.16.105.40,HTTP,SyncClient/3.2.1,2724,472,0,,1,6034,892,attack,ddos
2056,2023-02-03T04:53:38,10.100.164.247,172.16.57.178,HTTP,SyncClient/3.2.1,12,615,0,,1,10,3,normal,none
6219,2023-03-06T07:44:47,10.237.45.148,172.16.5.167,HTTPS,aws-sdk-java/1.11,1202,379,0,,1,7061,1242,attack,ddos
2247,2023-02-21T06:52:17,10.205.210.97,172.16.3.204,HTTP,Mozilla/5.0,19,1088,0,,1,8,4,normal,none
3397,2023-03-29T09:40:29,10.203.207.219,172.16.109.46,HTTP,Mozilla/5.0,20,1141,0,,1,16,1,normal,none
5993,2023-01-08T00:05:15,10.18.160.250,172.16.3.189,HTTP,curl/7.64.1,5330,322,0,,1,3881,434,attack,ddos
6073,2023-03-19T17:31:17,10.66.191.149,172.16.104.230,HTTPS,python-requests/2.25.1,1809,292,0,,1,1238,1194,attack,ddos
6137,2023-02-05T10:49:18,10.250.37.231,172.16.81.30,HTTP,python-requests/2.25.1,4170,336,0,,1,6125,744,attack,ddos
2493,2023-03-08T17:10:50,10.205.155.153,172.16.192.235,HTTP,aws-sdk-java/1.11,13,945,0,,1,18,3,normal,none
7520,2023-01-11T08:35:31,10.64.178.237,172.16.40.170,TCP,Mozilla/5.0,1758,450,0,,1,5054,1062,attack,ddos
742,2023-03-09T10:46:47,10.108.236.48,172.16.110.242,TCP,Mozilla/5.0,10,645,0,,1,15,1,normal,none
2753,2023-02-01T11:40:32,10.127.227.110,172.16.107.141,HTTP,Mozilla/5.0,16,576,0,,1,18,2,normal,none
5575,2023-03-04T18:28:29,10.9.20.162,172.16.171.38,TCP,SyncClient/3.2.1,3594,689,0,,1,1237,1822,attack,ddos
2358,2023-03-10T13:03:03,10.44.93.118,172.16.47.172,HTTP,SyncClient/3.2.1,14,790,0,,1,11,3,normal,none
2978,2023-02-20T13:50:29,10.220.62.23,172.16.43.108,HTTPS,Mozilla/5.0,10,965,0,,1,8,2,normal,none
7364,2023-01-04T22:04:34,10.234.186.151,172.16.230.171,HTTPS,SyncClient/3.2.1,1495,209,0,,1,1935,430,attack,ddos
3306,2023-01-27T23:09:39,10.174.49.50,172.16.207.77,HTTP,Mozilla/5.0,12,847,0,,1,10,2,normal,none
5244,2023-01-13T00:09:50,10.195.23.247,172.16.98.95,HTTPS,aws-sdk-java/1.11,5398,551,0,,1,890,1114,attack,ddos
2025,2023-03-22T00:27:35,10.102.38.90,172.16.201.165,HTTP,curl/7.64.1,23,375,0,,1,15,4,normal,none
614,2023-02-14T15:44:15,10.153.90.5,172.16.127.93,HTTPS,curl/7.64.1,9,663,0,,1,13,4,normal,none
1222,2023-02-03T14:54:52,10.252.80.207,172.16.95.238,HTTP,aws-sdk-java/1.11,14,853,0,,1,7,4,normal,none
6589,2023-03-08T07:06:51,10.189.239.187,172.16.144.55,HTTP,Mozilla/5.0,5372,422,0,,1,3345,425,attack,ddos
5334,2023-02-05T07:19:03,10.122.50.79,172.16.98.161,HTTP,Mozilla/5.0,5717,363,0,,1,3549,1234,attack,ddos
6115,2023-03-24T02:31:30,10.230.32.168,172.16.54.10,HTTP,python-requests/2.25.1,3286,664,0,,1,3467,342,attack,ddos
8508,2023-03-07T08:00:07,10.129.112.85,172.16.29.170,HTTP,aws-sdk-java/1.11,29,40,1,1106.0,1,652,46,attack,mitc
927,2023-02-11T14:51:46,10.81.146.222,172.16.43.209,HTTP,Mozilla/5.0,15,513,0,,1,17,2,normal,none
1556,2023-01-29T15:34:52,10.79.237.22,172.16.107.103,HTTP,Mozilla/5.0,24,1010,0,,1,18,2,normal,none
2014,2023-02-20T16:50:45,10.175.159.59,172.16.171.1,HTTP,Mozilla/5.0,15,721,0,,1,11,4,normal,none
2944,2023-03-04T13:01:14,10.88.235.77,172.16.16.164,UDP,aws-sdk-java/1.11,10,842,0,,1,12,1,normal,none
4358,2023-02-20T21:04:01,10.128.118.222,172.16.184.202,HTTPS,Mozilla/5.0,3703,132,0,,1,4188,303,attack,ddos
452,2023-03-21T23:36:55,10.141.126.213,172.16.101.99,HTTPS,Mozilla/5.0,9,1126,0,,1,20,3,normal,none
8303,2023-03-19T08:53:32,10.32.61.204,172.16.212.63,TCP,curl/7.64.1,71,911,1,1979.0,1,458,21,attack,mitc
8974,2023-02-02T10:22:27,10.52.55.187,172.16.65.38,HTTP,Mozilla/5.0,572,968,1,1031.0,1,433,14,attack,mitc
7337,2023-03-11T03:07:00,10.251.62.14,172.16.227.65,TCP,aws-sdk-java/1.11,2450,273,0,,1,1840,1537,attack,ddos
7438,2023-02-05T04:46:54,10.179.183.225,172.16.83.216,HTTP,curl/7.64.1,3640,359,0,,1,1252,278,attack,ddos
2244,2023-02-11T05:53:15,10.76.8.228,172.16.198.202,UDP,Mozilla/5.0,20,1139,0,,1,10,2,normal,none
4881,2023-03-11T13:47:38,10.80.67.12,172.16.17.229,UDP,aws-sdk-java/1.11,4412,376,0,,1,1567,1590,attack,ddos
1131,2023-01-01T19:44:09,10.58.243.182,172.16.163.173,HTTP,Mozilla/5.0,17,779,0,,1,12,3,normal,none
450,2023-02-28T17:37:18,10.250.114.82,172.16.51.25,HTTP,aws-sdk-java/1.11,13,581,0,,1,24,1,normal,none
9056,2023-03-20T00:12:51,10.83.55.76,172.16.180.14,HTTP,aws-sdk-java/1.11,563,887,1,203.0,1,112,6,attack,mitc
762,2023-03-28T06:17:07,10.50.69.188,172.16.218.85,TCP,aws-sdk-java/1.11,12,610,0,,1,24,2,normal,none
3270,2023-01-18T06:11:45,10.182.234.201,172.16.58.145,TCP,aws-sdk-java/1.11,20,666,0,,1,9,2,normal,none
7400,2023-03-16T18:58:04,10.29.202.187,172.16.93.114,TCP,SyncClient/3.2.1,6543,496,0,,1,2637,1865,attack,ddos
1579,2023-03-14T14:59:11,10.0.190.2,172.16.98.98,HTTPS,Java/1.8,18,345,0,,1,16,2,normal,none
3733,2023-01-13T19:25:48,10.225.247.11,172.16.63.180,TCP,Mozilla/5.0,12,801,0,,1,23,2,normal,none
